Time,Rain
2017-01-29 20:27:00,0
2017-01-29 20:22:00,0
2017-01-29 20:17:00,0
2017-01-29 20:12:00,0
2017-01-29 20:07:00,0
2017-01-29 20:02:00,0
2017-01-29 19:57:00,0
2017-01-29 19:52:00,0
2017-01-29 19:47:00,0
2017-01-29 19:42:00,0
2017-01-29 19:37:00,0
2017-01-29 19:32:00,0
2017-01-29 19:27:00,0
2017-01-29 19:22:00,0
2017-01-29 19:17:00,0
2017-01-29 19:12:00,0
2017-01-29 19:07:00,0
2017-01-29 19:02:00,0
2017-01-29 18:57:00,0
2017-01-29 18:52:00,0
2017-01-29 18:47:00,0
2017-01-29 18:42:00,0
2017-01-29 18:37:00,0
2017-01-29 18:32:00,0
2017-01-29 18:27:00,0
2017-01-29 18:22:00,0
2017-01-29 18:17:00,0
2017-01-29 18:12:00,0
2017-01-29 18:07:00,0
2017-01-29 18:02:00,0
2017-01-29 17:57:00,0
2017-01-29 17:52:00,0
2017-01-29 17:47:00,0
2017-01-29 17:42:00,0
2017-01-29 17:37:00,0
2017-01-29 17:32:00,0
2017-01-29 17:27:00,0
2017-01-29 17:22:00,0
2017-01-29 17:17:00,0
2017-01-29 17:12:00,0
2017-01-29 17:07:00,0
2017-01-29 17:02:00,0
2017-01-29 16:57:00,0
2017-01-29 16:52:00,0
2017-01-29 16:47:00,0
2017-01-29 16:42:00,0
2017-01-29 16:37:00,0
2017-01-29 16:32:00,0
2017-01-29 16:27:00,0
2017-01-29 16:22:00,0
2017-01-29 16:17:00,0
2017-01-29 16:12:00,0
2017-01-29 16:07:00,0
2017-01-29 16:02:00,0
2017-01-29 15:57:00,0
2017-01-29 15:52:00,0
2017-01-29 15:47:00,0
2017-01-29 15:42:00,0
2017-01-29 15:37:00,0
2017-01-29 15:32:00,0
2017-01-29 15:27:00,0
2017-01-29 15:22:00,0
2017-01-29 15:17:00,0
2017-01-29 15:12:00,0
2017-01-29 15:07:00,0
2017-01-29 15:02:00,0
2017-01-29 14:57:00,0
2017-01-29 14:52:00,0
2017-01-29 14:47:00,0
2017-01-29 14:42:00,0
2017-01-29 14:37:00,0
2017-01-29 14:32:00,0
2017-01-29 14:27:00,0
2017-01-29 14:22:00,0
2017-01-29 14:17:00,0
2017-01-29 14:12:00,0
2017-01-29 14:07:00,0
2017-01-29 14:02:00,0
2017-01-29 13:57:00,0
2017-01-29 13:52:00,0
2017-01-29 13:47:00,0
2017-01-29 13:42:00,0
2017-01-29 13:37:00,0
2017-01-29 13:32:00,0
2017-01-29 13:27:00,0
2017-01-29 13:22:00,0
2017-01-29 13:17:00,0
2017-01-29 13:12:00,0
2017-01-29 13:07:00,0
2017-01-29 13:02:00,0
2017-01-29 12:57:00,0
2017-01-29 12:52:00,0
2017-01-29 12:47:00,0
2017-01-29 12:42:00,0
2017-01-29 12:37:00,0
2017-01-29 12:32:00,0
2017-01-29 12:27:00,0
2017-01-29 12:22:00,0
2017-01-29 12:17:00,0
2017-01-29 12:12:00,0
2017-01-29 12:07:00,0
2017-01-29 12:02:00,0
2017-01-29 11:57:00,0
2017-01-29 11:52:00,0
2017-01-29 11:47:00,0
2017-01-29 11:42:00,0
2017-01-29 11:37:00,0
2017-01-29 11:32:00,0
2017-01-29 11:27:00,0
2017-01-29 11:22:00,0
2017-01-29 11:17:00,0
2017-01-29 11:12:00,0
2017-01-29 11:07:00,0
2017-01-29 11:02:00,0
2017-01-29 10:57:00,0
2017-01-29 10:52:00,0
2017-01-29 10:47:00,0
2017-01-29 10:42:00,0
2017-01-29 10:37:00,0
2017-01-29 10:32:00,0
2017-01-29 10:27:00,0
2017-01-29 10:22:00,0
2017-01-29 10:17:00,0
2017-01-29 10:12:00,0
2017-01-29 10:07:00,0
2017-01-29 10:02:00,0
2017-01-29 09:57:00,0
2017-01-29 09:52:00,0
2017-01-29 09:47:00,0
2017-01-29 09:42:00,0
2017-01-29 09:37:00,0
2017-01-29 09:32:00,0
2017-01-29 09:27:00,0
2017-01-29 09:22:00,0
2017-01-29 09:12:00,0
2017-01-29 09:07:00,0
2017-01-29 09:02:00,0
2017-01-29 08:57:00,0
2017-01-29 08:52:00,0
2017-01-29 08:47:00,0
2017-01-29 08:42:00,0
2017-01-29 08:37:00,0
2017-01-29 08:32:00,0
2017-01-29 08:27:00,0
2017-01-29 08:22:00,0
2017-01-29 08:17:00,0
2017-01-29 08:12:00,0
2017-01-29 08:07:00,0
2017-01-29 08:02:00,0
2017-01-29 07:57:00,0
2017-01-29 07:52:00,0
2017-01-29 07:47:00,0
2017-01-29 07:42:00,0
2017-01-29 07:37:00,0
2017-01-29 07:32:00,0
2017-01-29 07:27:00,0
2017-01-29 07:22:00,0
2017-01-29 07:17:00,0
2017-01-29 07:12:00,0
2017-01-29 07:07:00,0
2017-01-29 07:02:00,0
2017-01-29 06:57:00,0
2017-01-29 06:52:00,0
2017-01-29 06:47:00,0
2017-01-29 06:42:00,0
2017-01-29 06:37:00,0
2017-01-29 06:32:00,0
2017-01-29 06:27:00,0
2017-01-29 06:22:00,0
2017-01-29 06:17:00,0
2017-01-29 06:12:00,0
2017-01-29 06:07:00,0
2017-01-29 06:02:00,0
2017-01-29 05:57:00,0
2017-01-29 05:52:00,0
2017-01-29 05:47:00,0
2017-01-29 05:42:00,0
2017-01-29 05:37:00,0
2017-01-29 05:32:00,0
2017-01-29 05:27:00,0
2017-01-29 05:22:00,0
2017-01-29 05:17:00,0
2017-01-29 05:12:00,0
2017-01-29 05:07:00,0
2017-01-29 05:02:00,0
2017-01-29 04:57:00,0
2017-01-29 04:52:00,0
2017-01-29 04:47:00,0
2017-01-29 04:42:00,0
2017-01-29 04:37:00,0
2017-01-29 04:32:00,0
2017-01-29 04:27:00,0
2017-01-29 04:22:00,0
2017-01-29 04:17:00,0
2017-01-29 04:12:00,0
2017-01-29 04:07:00,0
2017-01-29 04:02:00,0
2017-01-29 03:57:00,0
2017-01-29 03:52:00,0
2017-01-29 03:47:00,0
2017-01-29 03:42:00,0
2017-01-29 03:37:00,0
2017-01-29 03:32:00,0
2017-01-29 03:27:00,0
2017-01-29 03:22:00,0
2017-01-29 03:17:00,0
2017-01-29 03:12:00,0
2017-01-29 03:07:00,0
2017-01-29 03:02:00,0
2017-01-29 02:57:00,0
2017-01-29 02:52:00,0
2017-01-29 02:47:00,0
2017-01-29 02:42:00,0
2017-01-29 02:37:00,0
2017-01-29 02:32:00,0
2017-01-29 02:27:00,0
2017-01-29 02:22:00,0
2017-01-29 02:17:00,0
2017-01-29 02:12:00,0
2017-01-29 02:07:00,0
2017-01-29 02:02:00,0
2017-01-29 01:57:00,0
2017-01-29 01:52:00,0
2017-01-29 01:47:00,0
2017-01-29 01:42:00,0
2017-01-29 01:37:00,0
2017-01-29 01:32:00,0
2017-01-29 01:27:00,0
2017-01-29 01:22:00,0
2017-01-29 01:17:00,0
2017-01-29 01:12:00,0
2017-01-29 01:07:00,0
2017-01-29 01:02:00,0
2017-01-29 00:57:00,0
2017-01-29 00:52:00,0
2017-01-29 00:47:00,0
2017-01-29 00:42:00,0
2017-01-29 00:37:00,0
2017-01-29 00:32:00,0
2017-01-29 00:27:00,0
2017-01-29 00:22:00,0
2017-01-29 00:17:00,0
2017-01-29 00:12:00,0
2017-01-29 00:07:00,0
2017-01-29 00:02:00,0
2017-01-28 23:57:00,0
2017-01-28 23:52:00,0
2017-01-28 23:47:00,0
2017-01-28 23:42:00,0
2017-01-28 23:37:00,0
2017-01-28 23:32:00,0
2017-01-28 23:27:00,0
2017-01-28 23:22:00,0
2017-01-28 23:17:00,0
2017-01-28 23:12:00,0
2017-01-28 23:07:00,0
2017-01-28 23:02:00,0
2017-01-28 22:57:00,0
2017-01-28 22:52:00,0
2017-01-28 22:47:00,0
2017-01-28 22:42:00,0
2017-01-28 22:37:00,0
2017-01-28 22:32:00,0
2017-01-28 22:27:00,0
2017-01-28 22:22:00,0
2017-01-28 22:17:00,0
2017-01-28 22:12:00,0
2017-01-28 22:07:00,0
2017-01-28 22:02:00,0
2017-01-28 21:57:00,0
2017-01-28 21:52:00,0
2017-01-28 21:47:00,0
2017-01-28 21:42:00,0
2017-01-28 21:37:00,0
2017-01-28 21:32:00,0
2017-01-28 21:27:00,0
2017-01-28 21:22:00,0
2017-01-28 21:17:00,0
2017-01-28 21:12:00,0
2017-01-28 21:07:00,0
2017-01-28 21:02:00,0
2017-01-28 20:57:00,0
2017-01-28 20:52:00,0
2017-01-28 20:47:00,0
2017-01-28 20:42:00,0
2017-01-28 20:37:00,0
2017-01-28 20:32:00,0
2017-01-28 20:27:00,0
2017-01-28 20:22:00,0
2017-01-28 20:17:00,0
2017-01-28 20:12:00,0
2017-01-28 20:07:00,0
2017-01-28 20:02:00,0
2017-01-28 19:57:00,0
2017-01-28 19:52:00,0
2017-01-28 19:47:00,0
2017-01-28 19:42:00,0
2017-01-28 19:37:00,0
2017-01-28 19:32:00,0
2017-01-28 19:27:00,0
2017-01-28 19:22:00,0
2017-01-28 19:17:00,0
2017-01-28 19:12:00,0
2017-01-28 19:07:00,0
2017-01-28 19:02:00,0
2017-01-28 18:57:00,0
2017-01-28 18:52:00,0
2017-01-28 18:47:00,0
2017-01-28 18:42:00,0
2017-01-28 18:37:00,0
2017-01-28 18:32:00,0
2017-01-28 18:27:00,0
2017-01-28 18:22:00,0
2017-01-28 18:17:00,0
2017-01-28 18:12:00,0
2017-01-28 18:07:00,0
2017-01-28 18:02:00,0
2017-01-28 17:57:00,0
2017-01-28 17:52:00,0
2017-01-28 17:47:00,0
2017-01-28 17:42:00,0
2017-01-28 17:37:00,0
2017-01-28 17:32:00,0
2017-01-28 17:27:00,0
2017-01-28 17:22:00,0
2017-01-28 17:17:00,0
2017-01-28 17:12:00,0
2017-01-28 17:07:00,0
2017-01-28 17:02:00,0
2017-01-28 16:57:00,0
2017-01-28 16:52:00,0
2017-01-28 16:47:00,0
2017-01-28 16:42:00,0
2017-01-28 16:37:00,0
2017-01-28 16:32:00,0
2017-01-28 16:27:00,0
2017-01-28 16:22:00,0
2017-01-28 16:17:00,0
2017-01-28 16:12:00,0
2017-01-28 16:07:00,0
2017-01-28 16:02:00,0
2017-01-28 15:57:00,0
2017-01-28 15:52:00,0
2017-01-28 15:47:00,0
2017-01-28 15:42:00,0
2017-01-28 15:37:00,0
2017-01-28 15:32:00,0
2017-01-28 15:27:00,0
2017-01-28 15:22:00,0
2017-01-28 15:17:00,0
2017-01-28 15:12:00,0
2017-01-28 15:07:00,0
2017-01-28 15:02:00,0
2017-01-28 14:57:00,0
2017-01-28 14:52:00,0
2017-01-28 14:47:00,0
2017-01-28 14:42:00,0
2017-01-28 14:37:00,0
2017-01-28 14:32:00,0
2017-01-28 14:27:00,0
2017-01-28 14:22:00,0
2017-01-28 14:17:00,0
2017-01-28 14:12:00,0
2017-01-28 14:07:00,0
2017-01-28 14:02:00,0
2017-01-28 13:57:00,0
2017-01-28 13:52:00,0
2017-01-28 13:47:00,0
2017-01-28 13:42:00,0
2017-01-28 13:37:00,0
2017-01-28 13:32:00,0
2017-01-28 13:27:00,0
2017-01-28 13:22:00,0
2017-01-28 13:17:00,0
2017-01-28 13:12:00,0
2017-01-28 13:07:00,0
2017-01-28 13:02:00,0
2017-01-28 12:57:00,0
2017-01-28 12:52:00,0
2017-01-28 12:47:00,0
2017-01-28 12:42:00,0
2017-01-28 12:37:00,0
2017-01-28 12:32:00,0
2017-01-28 12:27:00,0
2017-01-28 12:22:00,0
2017-01-28 12:17:00,0
2017-01-28 12:12:00,0
2017-01-28 12:07:00,0
2017-01-28 12:02:00,0
2017-01-28 11:57:00,0
2017-01-28 11:52:00,0
2017-01-28 11:47:00,0
2017-01-28 11:42:00,0
2017-01-28 11:37:00,0
2017-01-28 11:32:00,0
2017-01-28 11:27:00,0
2017-01-28 11:22:00,0
2017-01-28 11:17:00,0
2017-01-28 11:12:00,0
2017-01-28 11:07:00,0
2017-01-28 11:02:00,0
2017-01-28 10:57:00,0
2017-01-28 10:52:00,0
2017-01-28 10:47:00,0
2017-01-28 10:42:00,0
2017-01-28 10:37:00,0
2017-01-28 10:32:00,0
2017-01-28 10:27:00,0
2017-01-28 10:22:00,0
2017-01-28 10:17:00,0
2017-01-28 10:12:00,0
2017-01-28 10:07:00,0
2017-01-28 10:02:00,0
2017-01-28 09:57:00,0
2017-01-28 09:52:00,0
2017-01-28 09:47:00,0
2017-01-28 09:42:00,0
2017-01-28 09:37:00,0
2017-01-28 09:32:00,0
2017-01-28 09:27:00,0
2017-01-28 09:22:00,0
2017-01-28 09:17:00,0
2017-01-28 09:12:00,0
2017-01-28 09:07:00,0
2017-01-28 09:02:00,0
2017-01-28 08:57:00,0
2017-01-28 08:52:00,0
2017-01-28 08:47:00,0
2017-01-28 08:42:00,0
2017-01-28 08:37:00,0
2017-01-28 08:32:00,0
2017-01-28 08:27:00,0
2017-01-28 08:22:00,0
2017-01-28 08:17:00,0
2017-01-28 08:12:00,0
2017-01-28 08:07:00,0
2017-01-28 08:02:00,0
2017-01-28 07:57:00,0
2017-01-28 07:52:00,0
2017-01-28 07:47:00,0
2017-01-28 07:42:00,0
2017-01-28 07:37:00,0
2017-01-28 07:32:00,0
2017-01-28 07:27:00,0
2017-01-28 07:22:00,0
2017-01-28 07:17:00,0
2017-01-28 07:12:00,0
2017-01-28 07:07:00,0
2017-01-28 07:02:00,0
2017-01-28 06:57:00,0
2017-01-28 06:52:00,0
2017-01-28 06:47:00,0
2017-01-28 06:42:00,0
2017-01-28 06:37:00,0
2017-01-28 06:32:00,0
2017-01-28 06:27:00,0
2017-01-28 06:22:00,0
2017-01-28 06:17:00,0
2017-01-28 06:12:00,0
2017-01-28 06:07:00,0
2017-01-28 06:02:00,0
2017-01-28 05:57:00,0
2017-01-28 05:52:00,0
2017-01-28 05:47:00,0
2017-01-28 05:42:00,0
2017-01-28 05:37:00,0
2017-01-28 05:32:00,0
2017-01-28 05:27:00,0
2017-01-28 05:22:00,0
2017-01-28 05:17:00,0
2017-01-28 05:12:00,0
2017-01-28 05:07:00,0
2017-01-28 05:02:00,0
2017-01-28 04:57:00,0
2017-01-28 04:52:00,0
2017-01-28 04:47:00,0
2017-01-28 04:42:00,0
2017-01-28 04:37:00,0
2017-01-28 04:32:00,0
2017-01-28 04:27:00,0
2017-01-28 04:22:00,0
2017-01-28 04:17:00,0
2017-01-28 04:12:00,0
2017-01-28 04:07:00,0
2017-01-28 04:02:00,0
2017-01-28 03:57:00,0
2017-01-28 03:52:00,0
2017-01-28 03:47:00,0
2017-01-28 03:42:00,0
2017-01-28 03:37:00,0
2017-01-28 03:32:00,0
2017-01-28 03:27:00,0
2017-01-28 03:22:00,0
2017-01-28 03:17:00,0
2017-01-28 03:12:00,0
2017-01-28 03:07:00,0
2017-01-28 03:02:00,0
2017-01-28 02:57:00,0
2017-01-28 02:52:00,0
2017-01-28 02:47:00,0
2017-01-28 02:42:00,0
2017-01-28 02:37:00,0
2017-01-28 02:32:00,0
2017-01-28 02:27:00,0
2017-01-28 02:22:00,0
2017-01-28 02:17:00,0
2017-01-28 02:12:00,0
2017-01-28 02:07:00,0
2017-01-28 02:02:00,0
2017-01-28 01:57:00,0
2017-01-28 01:52:00,0
2017-01-28 01:47:00,0
2017-01-28 01:42:00,0
2017-01-28 01:37:00,0
2017-01-28 01:32:00,0
2017-01-28 01:27:00,0
2017-01-28 01:22:00,0
2017-01-28 01:17:00,0
2017-01-28 01:12:00,0
2017-01-28 01:07:00,0
2017-01-28 01:02:00,0
2017-01-28 00:57:00,0
2017-01-28 00:52:00,0
2017-01-28 00:47:00,0
2017-01-28 00:42:00,0
2017-01-28 00:37:00,0
2017-01-28 00:32:00,0
2017-01-28 00:27:00,0
2017-01-28 00:22:00,0
2017-01-28 00:17:00,0
2017-01-28 00:12:00,0
2017-01-28 00:07:00,0
2017-01-28 00:02:00,0
2017-01-27 23:57:00,0
2017-01-27 23:52:00,0
2017-01-27 23:47:00,0
2017-01-27 23:42:00,0
2017-01-27 23:37:00,0
2017-01-27 23:32:00,0
2017-01-27 23:27:00,0
2017-01-27 23:22:00,0
2017-01-27 23:17:00,0
2017-01-27 23:12:00,0
2017-01-27 23:07:00,0
2017-01-27 23:02:00,0
2017-01-27 22:57:00,0
2017-01-27 22:52:00,0
2017-01-27 22:47:00,0
2017-01-27 22:42:00,0
2017-01-27 22:37:00,0
2017-01-27 22:32:00,0
2017-01-27 22:27:00,0
2017-01-27 22:22:00,0
2017-01-27 22:17:00,0
2017-01-27 22:12:00,0
2017-01-27 22:07:00,0
2017-01-27 22:02:00,0
2017-01-27 21:57:00,0
